source,category,complex_count,fraction_within_source
RCSB PDB,"E3:PDB experimental complex, 587 contact atom pairs <=5A",1,0.0005681818181818182
RCSB PDB,"E3:PDB experimental complex, 312 contact atom pairs <=5A",1,0.0005681818181818182
RCSB PDB,"E3:PDB experimental complex, 313 contact atom pairs <=5A",1,0.0005681818181818182
RCSB PDB,"E3:PDB experimental complex, 372 contact atom pairs <=5A",1,0.0005681818181818182
RCSB PDB,"E3:PDB experimental complex, 221 contact atom pairs <=5A",1,0.0005681818181818182
RCSB PDB,"E3:PDB experimental complex, 405 contact atom pairs <=5A",1,0.0005681818181818182
RCSB PDB,"E3:PDB experimental complex, 480 contact atom pairs <=5A",1,0.0005681818181818182
RCSB PDB,"E3:PDB experimental complex, 463 contact atom pairs <=5A",1,0.0005681818181818182
RCSB PDB,"E3:PDB experimental complex, 451 contact atom pairs <=5A",1,0.0005681818181818182
RCSB PDB,"E3:PDB experimental complex, 425 contact atom pairs <=5A",1,0.0005681818181818182
RCSB PDB,"E3:PDB experimental complex, 292 contact atom pairs <=5A",1,0.0005681818181818182
RCSB PDB,"E3:PDB experimental complex, 206 contact atom pairs <=5A",1,0.0005681818181818182
