complex_id,source,rna_hash,length_nt
PAIR:45f6350b3caaa91aa6cb68d0a0f284a2f8ac5429ca42ea228f7128005e05aa14,NPInter binding-site,7cfa290e55182ed128a22d2087616a787373a1b1b38cd3e1ac9809f79fe129e9,36
PAIR:5066b266ed6ec8a458f6b08cb39c037d1cb4e2213c37fb58622c01958cba2ed0,NPInter binding-site,a9531fa72208d8b1847220d86586d30bb0ccae0f4f0002c60ac64f082625a329,31
PAIR:19f659cf1b65c457bd8caa3c8798ef8bd5c051ee2cd08046c24e12875629eded,NPInter binding-site,b925dad0c5c15fc5050fb20df05a45c1b03cf7fa7e6e5e48540d8d4952ef04b2,37
PAIR:955f09915b564aff910366d2630d985a30438051ef5d4d6b2b6070647114b3fd,NPInter binding-site,7e4e995ab69edcbc3b8d78c8822dc89c6b355f9120473916e0de3b9b01e77a04,33
PAIR:9265a8bde6efc0b7272ac3e69deff042f70381654096c49138be031cf2474d77,NPInter binding-site,ae63c960d86e8587966a1928fa7ffaa7225d0ce79dd0ba5f3f81bbaf79e88f5e,29
PAIR:b041232e2e90e4c340179e2bb692bc8db3782dccb36d21b0f01ec48d972bb8b4,NPInter 主表,83e33b337a1ae353725e6b351cc00335b64b7c0109c56897fd41dc56472f1e5c,235
PAIR:a451acd3faa7ad693ddda39ca13bd34d04f6e5080423b6dd95d5889bad3bcc4c,NPInter 主表,f1a75233356cd6c628d02d16838e1555a77381c066ee1d3e65b5db16a4375253,289
PAIR:6ae77795205f5de427136f450ab6aff56783674f16e7a1407024eb7de9e6dbd0,NPInter binding-site,5abd4eb9e0bfb422548f886e2b97cf2333690ebbdacad92fa88784dc54ea6fbd,130
PAIR:e4a6bc302f5925a27c2c8f0157a976abcd74e703e01237e24ec806becd820ba0,NPInter binding-site,066ffcc96caeeafcab0f57cc651b639486529dd41577d2677c32f1304b721f4b,24
PAIR:49bf4ffc33873a53b544ff70787ba58f42f5291aa944d26f6472f2d15e8f32d5,NPInter 主表,814c0609f25d6dbdafb93d74775fe2935c0ba243238d74d734f3247723c360dc,391
PAIR:9ae23086af3832f19b00ada830b248b0375f6c045f3225e369eca822149488ef,NPInter binding-site,78499b648f88210b5179968ae5f79572ebc7fafc1e755eadd424588018c4f7cc,13
PAIR:01eaf4dc1210b1e660de34383e54210e2f963261dde3db531c8f74864d3d1c18,NPInter binding-site,ff78e1df354faf042eca54b6bbdb04ed3214501f3085819af84ddc8ec1fd9381,51
PAIR:5349ce049dbd8809cf60e1eb7d0d9c5187ff71e5e0fd7f4c4efb4c6e6c048aa6,NPInter binding-site,a3106ce005e46f09a80938ee47f808a53d1cb72775288b749d4478591b413036,66
PAIR:5454418652c296384c63a4a789392eff9893b4e1fec7ae086626aa5d7b7be428,NPInter binding-site,4d74557f649a26d34cd6b982330849b68afe788091dc5c021580ece5e9e4b9bc,19
PAIR:9acd8ad2519cb030ccd16f2fbc906e9071a1ec67910f59b7c6a05a3f90d6f2b7,NPInter 主表,aa19eb367c77b9e0e29214e5ea5537a0f0d8cc55f3c0b4fc0a01e3a8f971c388,306
PAIR:f441688d706a047c062c3719e83507f9aa17c12a779ffc8bc520d5bda4aed66b,NPInter binding-site,e0269fc2ca70257104c83cc5eae4e1f0609ee48d78f3ce86ba94bbf05245abec,65
PAIR:58639c5eb74ef6392bc6ec9c072530d161e7dfb6129c60942ef85d1753d941e4,NPInter 主表,cb9c83c32e8abb92a7064a644b44d9c9227aeab1a8ce41b6aa04d7d394eaf73f,351
PAIR:a170dba0a37e874d2b46f448c2bb9d47d46a5424ee620be6a701f965c3d0f3b7,NPInter binding-site,1187d196d4c918f14bab16d0764ea7f3758d8e4571b7756560645666bf282e20,51
PAIR:72aca6b4dbfe0e9b2a302fec58fece93c709f0f4eb30d3020708dfe48bbdd5ee,NPInter 主表,9ebbe7f66585728ddc116ecee456d493b895e4ea67db70c2f6b291f1f783eff9,427
PAIR:c05d5b614295b4b5164e21b6412b4807bd8e50e61ae24d131872fec4d2f7e1a7,NPInter binding-site,9c76f7c9f7b0555acd8927980cb631e5374b66aa57148f44034009a8f3bb1c6f,21
PAIR:07d3a7b7bbaa33bf78b0d1110eaabc1910efa6d478d39f25ab6dec1b11308cbc,NPInter binding-site,c469875bcdb4b45bedc3c19c92fb3bf5da9707aec9716d3b205c2afe7ab1676b,29
PAIR:3dac5bd1549f48813d54362c5d1d4a27db3848a9d117927d25fff1ecdb557c97,NPInter binding-site,965a6d616b9f60be54cc853323244cb082adf376b57dbffe2028c196a452280b,25
PAIR:7c53d879e28b159c8715e95b7e2fb4f996143f4bd3e8ae1efd61ab215247217d,NPInter 主表,a21b3d6937ab4e7b589c67c511c96d374c10c816798faf1d3157d8b9f4acbd3f,402
PAIR:750b83878b917ce67947b7667e28cc22228b7c3f0c93affb18ffc2f89a3fd07e,NPInter binding-site,790efc3f9a1c6a369bb425e09ca03ea28f47d483c4aa3959d3f8fb208eb28d52,44
PAIR:6c0991c47222a14a24bae0004bd620ac7ad1825faaf395f618fb0ac036d6e875,NPInter binding-site,ce17fead5ae8423be8fe92f680029e455c7ea04784879eaccfd706d69a8f4ce3,32
PAIR:60104f0c93604aad9b305e9963e7439a399a230c83f35aa264ce330e2656cf6e,NPInter 主表,8e54dbab7a07c20a41d3c0e05442aa57dc200178614ebd9ec19ff70d68b9dd56,347
PAIR:ba8eea34e6ebec7972a8fca287bfd1d62dadcf4d58e29ce38668a7a91d7122ca,NPInter binding-site,7c5df84f1780bb5940f126dc5f02110beeb6bdfb9437f82b64068440e99d34a9,15
PAIR:82f0336e4acfda00895dabe75483c028009e5511a823c4aef187ef26ffe0b504,NPInter 主表,e40a2588ac0b169f1b0f0b4b94573bdbe344dd0a1ee1e27b69725c8f4600324f,430
PAIR:58979da69b99bc37c89680ff08716ae2a4be0d517a76c4e9acb6ca7822d0ed5b,NPInter binding-site,8319fbe9abc56b978b019036242f5f5b7a0a71bef7fc5a75f9296256b4b3c61c,43
PDB:9KN6,RCSB PDB,910b8152d9f234a6c4719fcaa6cf3561fc1fc0bc9922aaf969717f8a1efc5697,332
PAIR:75c3edc6cfd7b5d97b0d636d778685e8dfbfcd186c19645fee2c9890bf191eb9,NPInter binding-site,cc58ed621a925d5986ef729db72be6a8b98b80df900a98e8c3b35a9d37cca80c,27
PAIR:12f20c7e905a133f4803830df6a5f99b4b5ae88a100c607dbb16f4f2b2da8cbe,NPInter 主表,a686f2e9a65977b1158d9c16f85694011e0340edfcd7ed385394f7971d45b8d7,497
PAIR:ae5492c0cfcb895d4c7633c3e6e3b08e167fcd274c729d3007bfd81701e40f28,NPInter binding-site,d277a05b4c2fb7e4987c9a0c463260377e4e434a9257c9cb01cc36112d5ebf12,36
PAIR:b10ede09cdfc8120b63ee810a23bda0538a5070431af7eb226f4184adfbe6c2a,NPInter 主表,a525b447379db19f3551d1707b5f50cfbdf960b7ef7b6497e366d862fcc18aaa,460
PAIR:2655ae4b0b7f1bf5d8d8d6c493c0fc5a1c72fafd12531e7de7d76306361b2720,NPInter 主表,189a09d73b8d3d81d922dbdcdc01648d47d89e50e2fd5d2042dea9a23a6e0566,500
PAIR:f239d3ba0abc8423b904c412256b58b33885133fe9482199f4b985466d68e299,NPInter binding-site,91fda4d2db968cfe8550a0e76cc11f21c21d9d9cc162b06bfc942a3952bc1111,29
PAIR:3073ca8f4b5b9a6406bb90575b359dcc92cbc2558a358baa41505e4c2927018f,NPInter binding-site,92a51d2d9ab18b0b6f7724436c1f7f07db330b90350326fb726ffd860dd3bfb7,65
PAIR:46e79932146c5ce953737a559af25d5633815c1e3595783cda43597a5d67d244,NPInter binding-site,8c98adaa47fbcf6cced0e5f4901a71c572aadeb8a530c1e659f1bcdd0e0ddf1b,20
PAIR:cb71e98a7ebe044162655c4d9fef75b59bf1f8a0e65371bff42560eafb3658e6,NPInter 主表,e18eaa2007a51b618fab41cf2e23cdb47f438c98116dfbfb83ffca39500baa3f,330
PAIR:25e868706df65d7135aa5ebbd7719af88dc99bcff29933df771d64b1fc2b020f,NPInter 主表,d52c0bd30128be88c618ac7bf6d54f421bc6c0d568b14e284d5cc85d9e30a117,387
PAIR:e0db6b920e377bade1fdd3eb128606809a8f4b633e82bcb4f07f97660e19c360,NPInter binding-site,e919ddcab94f9290def4f4096ef4bf018b6426cdf8c88b0f184e9bbcb4b873ba,36
PAIR:3a3927b7cb876e2ceff4ab2323c3ef81c40984e3c9b56de95d3c6f1f655976e0,NPInter 主表,bda6d1b1066db27713918a0b26e6175f0f31f0283d7d6ce85f2b14c73f0b904b,451
PAIR:ccc6a1b253a28026a52c40d440b6943a82905719ca47e85fcead8b7729fea50e,NPInter binding-site,68c0ebffa601f55717604508decb3c61a9f3008ecb85616e42fcb5c860a13516,41
PAIR:80c0ad4c41add728e5f72e5bfac32f1ae88b1b970363db5443e8d1ad9705abb0,NPInter binding-site,12d0dfe0cf6980f47f9241f703a3dd5ee247dd26b1b3aeef710c4378c9549aa3,27
PAIR:77481374bc5642a936430224309139ac858141954d15408524cacf4ec2ec6cee,NPInter binding-site,3c15f4c18c6688d81eee4c1f66e4de10bb02a86107a0b8bab8e42bac883b9eee,57
PAIR:64d0080d03ae57d61bcaa440d011fb80e5b6951360e304e73ca00909073eca12,NPInter 主表,a91158d844e5dbb9c06ec8e489b0e8d7045ca01318cc2a361413009b562fc13d,467
PAIR:fd3b96215045197d991ae284e8089ee5f536a72ac5c27dccac828efa740ef51f,NPInter 主表,cc5ee5320ebca50a37840e5919030d25e8d26827fc8037cd8d205ecb64827acb,391
PAIR:44945658cc6fb512e38fc341dbcdcb238365dc597078b12cfd6b8f8d7597f9c0,NPInter 主表,d4412959faef28eec70cecee33a3a7efa806a0f895c68099bc349c459051bfa3,434
PAIR:35c24d23970d7a3266941e4acb4f723cfee5a881ebf82778057735910518fd8c,NPInter 主表,deeb3e7a152567c8df013ab1b1a4a80f3f773b01a715e86f5916733e4fe0e811,457
PAIR:28391d7c60fa406c6e20bd81c337ad5b73be7f02982fcca72295c809f868a6b8,NPInter binding-site,3657550cf2b7060c241eba4283d2f4e031ee3c1782b9d05ab17bce698a21dea7,21
PAIR:763ad8d1f98d24d939c0314ba0f3a9ecc5ff1ac962689e53ac07496ca1a7e3ad,NPInter binding-site,f2a8345cafe58dce6c93a039f606e2ab457a66f1f1bd2c1b71b3d234b00efc24,47
PAIR:b4f97f482822e4590661dfb6d3ec1c6b1a2510abb4d6cc4b0b91bffe1cbd4c9f,NPInter binding-site,07a3bfa3d84c6d07e8eac0059d4e43c2025dfdbdda6f8e93a30bb13d27c442e2,29
PAIR:9b70dc47ec619575b1b441a98913b9a1710e8141371ceb26b52b08a06791ab13,NPInter 主表,b9f55bfe4c74484605832d5284f2c3642fb9587fec795444b4370c24de426f70,299
PAIR:7047c34054828c02c314ce10398129aebc37bdedf88f942ac3c846e5565dcee9,NPInter 主表,7d69e921801725be7fa4cced9ff01e3297444a69ce5da0ff590841b66a37b698,253
PAIR:9bb94403d600b4c32ec7c59bbf5a5954722b9ae137e4ccd38a84457481114c95,NPInter 主表,6b15880d1f05c83e95078ee18106a70857cd12db262f88e81229e0072a654514,237
PAIR:6c0ad06fc1fd7bd4ac97a46853dcd3feb9475c66b1a78adc87fc80b7edcfe491,NPInter binding-site,63b9cea75df88d52bcff2a70f14e528f6d94986110a6a3625863c90b95cb50e2,37
PAIR:0b594c6a04b98a641f722465bcd225986a12628f8b1be64ad9e9c4a20fb73692,NPInter 主表,68c519c93a022bd54e3985ea4118a612889658a7263e9389b37d2ea5035661d6,357
PAIR:b198bff369e22cf48cc5fd7f8820cc8dd6c4a27512af1d1eb586c58f33fd26df,NPInter binding-site,3bf8bbec9359b5f98d258d3fa752fb054872d6c7e50bccc670018f70d3ea9905,42
PAIR:376945e58cc6d515059b2caad1d473e14cd9032c230a4d69b04ec442d5f18389,NPInter binding-site,26b6820997a6e008859b8e115c7b8c3a4fa9338f21b27596ebd271c35e1ff2eb,48
PAIR:4a69bc8b2df6ef065c90db1c27c05292b52d290847be158275f5dc17951172f3,NPInter binding-site,603bbadb7eb804f9f506967c55c467357b42cc0877f7a51a490d6e9498ebe91f,62
PAIR:5985b563cd6deeb8beb151e31d4a978555d71db9bc593c58437defc3a6a20cff,NPInter binding-site,6cb15182c4a3cbb3495362873073f7c8f6efeebd0ce7561ef0a3899412514d88,12
PAIR:df5a704163df84a84df732f0d84b9a478cee43e2fe5eb0bca1b00e69b3cd85da,NPInter 主表,54d9c5ecec21100be307e7c77c383b3d782a43cac400535a2aee1d8ffe1b6f44,445
PAIR:4865c08376562e5dceb1f31d332e592a35992d646dc1ab574b2a9a283ebbc264,NPInter binding-site,596d8318476042b10f9b47747cdb387fc535ac94063201b7d5f4925002ce9b09,51
PAIR:c09eabfa2ca6ca37b264e9783fca378f27c041496238f21b73acef9dfe04eb01,NPInter 主表,b09cbaaeab508b0081d1a463e70f5049896588df9b4f6b9b848907f76db5db46,341
PAIR:ec62a5de88da0f12a58fe24dc2be8fe6596c94b1de1007dfc1803f5922184466,NPInter binding-site,4d3a9a419f5c7e301e2de9f24d8911b88842b0f6f95e1356a88f467ffce325c7,27
PAIR:38d344210202b82c03c1426337b834a9835d0c57113e941b5fc329282f92777e,NPInter binding-site,8de8508a437919722f96b184a544dd4da7ba3193fbcc49e15fc882da28cfc632,72
PAIR:5db115a460c6c52e95d774204a245f39d61ba2624fc42f233efa3ac0cccbac6c,NPInter binding-site,a1f232e86fed6521eb830e32f049600bb9b933d8302d37254df240a28247903a,151
PAIR:4c1b46c24eb19abebc2a9e80beeb1d6f7523af8e9a8a7a4f0dbeedac4b0e0fae,NPInter 主表,d5398d4d51f7c4a3f81f0b2b36a4c4ad57df8a53dac61dc329b89e43645238cb,437
PAIR:81ed2c60d141dde753bd564dfc1aaeb419970d81220b5f8bbfa1272f235b1a2b,NPInter 主表,24a5ff747d19c717bcd3faed0857cb97c9db571c6e25122e29442132aa52bfde,393
PAIR:916512427e4a578ebf117640fa954cbce6d2c8e29578754bb8e91a1861efdbf1,NPInter 主表,93fd5d372017f4718ae8e099e9ddcc094f34e962b7863932ed2dced20fcef668,459
PAIR:3f0eb05f8b3ee5b1675de5d17b810cd484804e4295471fcc002063ace1b8069c,NPInter binding-site,2e3969672b12940239b0390844fec8dca321d1a814477f3343caadb76a53cb36,70
PAIR:6453c04074e1cbd9c7f70e864fcb05138acce6380c9188ced6c308ed70f4f491,NPInter 主表,fed3a863c57a56fd83c2015abf5039277b26dcb9407d9785b131cd1d0086f02d,308
PAIR:8e44160446e7bd0b1430ace7eb622e2924d9ceb6d174d890953df124cab7348d,NPInter binding-site,c570d22fa8652314ac1b52fd295f789aea6404fbb624ff3d651429d4c24b4278,50
PAIR:468910469b7de156bd9f9f96a7c1a6950fbdea693b20e148bfb260c352f322fd,NPInter 主表,963574118fc27059157830e35143cc22f47d929431c1e5f4964d92a3a49e4c68,282
PDB:5HSW,RCSB PDB,5609e4409b466ba554d2c21e9767deef78aa5c1a5381b22969ae41b764acf5c6,31
PAIR:d2de84747f30904c12c372ead28572221f03935530ed25b84031c29709367841,NPInter binding-site,5b5561910cb6188f86ffcb2c79e9a8729ef4441f63de4cb7072b17e961fd61b1,68
PAIR:b3e48d7c643b07fbc86881687cf0b36bf3e095a8595a4ecf7cf2d7bac5c2a625,NPInter binding-site,ee9726a0947b4322a53e3102290393e8ce04407ea2232993c14759998fea5b7c,18
PAIR:344e6c08cdbcacef78cc6d4dfe749accc726c45a2b54bfe3d8007c63191bb8cc,NPInter 主表,e6dbe6bdc240d74e837821769748829cfd46f866dc2b94cf87eb89a3780e617e,423
PAIR:b78227945db1deb7353f160ecbcaec6ef78db8eed7361395d800f914d04dcfa6,NPInter binding-site,9358039b144a8b387cec0e638e97ba9cf92a6ba1c57497999f3a5e9a6ffdd810,28
PAIR:8d167b73c32815df2966beeeb9212fd5a0e5cf63ac587f92f3c9bf9219b4f88f,NPInter binding-site,d05338b70d4cc27891c31b3c21971ceeac85383f771e435064c026e0d0657d77,24
PAIR:65476d22fc1bd19e08044c4fbbb076433f2abd8afa5c356955ab22244983147e,NPInter binding-site,4a98f22c519e8c258878cbdfd721248de66f333b79be5d92d0bd7b81f702aecf,20
PAIR:94baf9eb8fc3f773a9fa57379faebae5ffe89717d58e3e9f02cedfb70a0e8714,NPInter binding-site,4b98a727068f73d45b9e1234e702ff9ff8eeb76ea68191a124ce9d9bf7fdcc25,52
PAIR:51bf7a0f9333691c734430bda6793a5a27f13728b349b5ba9b02f3c0ea4b026a,NPInter binding-site,fc500c1e9abfe735fd39e9600010d01469794495f160a130c7f244aae072dc85,35
PAIR:14cc6b19cbf6eeb29b9edfe9b41848deb09418b0fefe0654419e2ee95c779057,NPInter binding-site,748e1f78e790c13c20617581b478567cf4a771abd725ec98f42b5edac3c01849,31
PAIR:35723151d082882138e334b5733732845f6c82d8ab1129b418182c94c84b2440,NPInter 主表,6645c6031e602b6fa8c6921de68f268044c4386ada549311864d51caad3c4682,401
PAIR:d4ffbea6c2dc1bc8ac0df961c69964ed99d181bac978dc88c7e45ddb8ef3f5a0,NPInter binding-site,5c3a483160fb31210eb4b8a7594294be2bdcb6b0da783212aa3e4987fe593e17,40
PAIR:2a241ce5e74e1cd5186d497d95b75c2f003a8eacbe4709e8348b188a39c81466,NPInter binding-site,6f5a4735cc3d2c5532180223f1a20631f5fc6582da1b3a5a48024baf08f0ff95,51
PAIR:3f13ede26a8ba1c62a71c4316388a44f71a6e768c6d9781d5cac982c590703cd,NPInter binding-site,4c2b2952e35fefc21cbbf476f6f9b2adce0352ee4eaf04f7eeceac3ef347eb1c,93
PAIR:506bc86d054fd2bbf0bb8f8f7768474729402d0d12a04a076dd63d9e100459f6,NPInter binding-site,53dda06edcd37877e3fa30a65fb67867af981be6b1d075727131f926824ceb9b,55
PAIR:e6eef95dab05db83bc6d9d60ef878806af72369e8ba0d06be6751e69f069c01d,NPInter binding-site,e1307b3462ae8da8c1521ab4e3d24b735741a3dff5e6554323b92f40306dcdff,35
PAIR:9020f2ee7b736bb82da59c1ea2a508a3c4d21dcc8a0aab2118841c3c30eec4b1,NPInter binding-site,648b54477fe553bef8f55ca4b508c5012f78ea4860c6d76aa1f748b53ed2f6ef,22
PAIR:385cb2c4d9d8a8a27a7a8506aa356ad5680fa2efbd0ff4123c5915a890e52028,NPInter 主表,86ecd9aea755958b49e6194daa9a4318daf6bdb1072d26202dfca7212e051846,455
PAIR:f8c56ce9c5230b3f8345c3b62b4bf16b93b9982077c6abbb4c8e6b230554413d,NPInter binding-site,7994a84487b407992e145c42387b4626e5523907c2a224c442c9cf79a13c6ade,43
PAIR:4d2f6acdbef6ec846806ea765dde0088acbc3395e68247144d236aefda5c9f59,NPInter binding-site,6b247b06bc626fddfa51c3a2a7ac50ab6b7a1288eb05375b21ba2bebef61087f,31
PAIR:ef25dad02a2042c0671634b7613c6468d66c24ce110fac2c5cd52ec3658b4771,NPInter 主表,715ee570322fcea1514c0e63d7548398d97b0f0ff45b6d530ed8be25d7fc3975,408
PAIR:9cabad5295a70d17746bba3991466c9a0a8e5002468a214e31b0537944d69e2b,NPInter binding-site,16696b6a91f3babff3c748fa22624c0acc94d14f210e9a6e127feccfc84ea120,25
PAIR:2a0ce550a3ee0c806ced389eb866cdcd7b9223660471ad92dce1b3948bc7be3d,NPInter 主表,6e0414da0a344b22db3991b34a7df38e681d85bb231ccf915347638ccd1db148,372
PAIR:15eb789dbe940bcc6f2f386543e676d06fee4eae58ca7929b43fada15a6618db,NPInter binding-site,50654560fe65e8366350b35419a4ccac1305935864d847c991704dbb3e867766,74
PAIR:2085eb9122cd076b3ec0d4ebcd3701b077cbd5f14b5f76d4587b0f2c2859866a,NPInter 主表,4e9e05a1b36f03c7bbe6096ef5a06edc752f61350f17a2b70cf1bacb1fc5146a,236
PAIR:2319fa290da3775cfb698c90de4340b3498c9da9d810b0dd7be7f9b3eea794d0,NPInter binding-site,c0d31dc5d432b116ec1e04e7a26d405f329a2a1e68098d7f92752932b5f2735d,53
PAIR:5d9049975f52a51a7bf0821ef007cc70a550ebd2b5fdad6b0c28ea932c6f966f,NPInter binding-site,f6e6299ce2326e01f35aaf93f4e622b487658bdfd6859d7539f6cfc05e52d2ec,23
PAIR:32f40157d765aacfae9c8944076b9ec25e7572325d1ecf6f64ba993e3885e81c,NPInter binding-site,f9e22f75856ad28e4b3e0d6a429cc190229cb315c024a68cb976b7437f1867ac,70
PAIR:1512ebef4941293a82f0a9d56be2106d51c99eeb38199bda780573814ed64078,NPInter binding-site,eb38922f73cad4cc4913f1909aca9f9ac58bdc98ea6579f2a7d508831267603d,25
PAIR:1eb76bf70ca7ab1bf2707f6e1a7a65a1152c02429e58580e9bff4418adf65d02,NPInter binding-site,83fa0b82e3d639beb4437b8abcda85e59acc2a8fb315b1192cb3e12b5b6c1c00,13
PAIR:c2467fb55e2de478c5dbe8d508a103b15c90ad157bbd37984059d78089b721b1,NPInter 主表,d54ae2c18b9d81fdcef8a14aea89ee626ccea541fde6bb9f730112e8c0f9a59b,473
PAIR:3db9e3f0f2a0ac14bbe7034de33dfe6fe205c68c01c462fefba2d662cc47f12e,NPInter 主表,8727c93ead572ce20733d9c78d64248a5e5ccda47fc3819a566f62acb241415d,232
PAIR:114266476794662245155a3aaf7cf19dfc60c9afc2fe5e86e71b052cdf5cd743,NPInter binding-site,c00293e1f7951cca72c409b3aab4150acee901b570ca34083e4647839bdcde7e,78
PAIR:dba6b7d74f63556452b9d43b36e68592652e46f4c2093a5c2959a104ea16fb5a,NPInter 主表,e942b870eaf56806b3072b5b780900f9e025a0a23e511a2aedee8cfd27983182,415
PAIR:7fb553e12a47f70606381f9ce7065e81bc39122cf9d1d1818c1e34c8ef2a4003,NPInter 主表,b2a846a0a4a7100d63436ed3a5d9c26dc75b632d76ee327bbb821e578cf0495d,493
PAIR:cd4a3d21e6eacf64b649a2ff75b48f58f2db5db76da22811ad1b0891712e916b,NPInter 主表,b77da6f349993111b01303de01c932c08b7513175363e3056ecceb5c40704a9e,297
PAIR:59c5274388c7e5c4eb91a8c33a13e479c8c9c3bf8e4a0623f818c50f087143d2,NPInter binding-site,0ef74db8081d0fa1fe130c49a901b8e6814a2b89973b6b1e2a7fd536d75b55a0,30
PAIR:c7e0422e9f5fc2e97bcefdc4c5537b145b9cb87a852771011299e83ae1165dca,NPInter binding-site,2ae0cf70317c92e57f797002799874b12319012b1f840d403ef7e3902b626071,28
PAIR:c667606fff4f7b70ecafa918c9bf81778227adb2bace4c1b2a7287e9b2c00f6f,NPInter binding-site,d6ef6b8b2a1619ebe78958bafe0b5aa1c5be4143334ef9614ab045fa38295584,16
PAIR:20aa4828e828f216fa07d8297bbfaba1d21c8360aa6ddbeb53762e71738252e6,NPInter 主表,b702843111027bcdcb0a1f0a9de973754a6f2009baa8eaa44683dd8e84c46ee8,462
PAIR:3fa15ab78dc3ae8f62770917126c5870847857b03c0ae22ed05a14454007fc5e,NPInter binding-site,ee0616293c404b7b46d1d2c0cf0a17d27a9cf1c67e5ead4abbe89597e7612a5b,18
PAIR:360ed406abdbb5a6c80c45644826a385e07dacda2fee68a1da2da69952917cbf,NPInter 主表,7a003f844361266f5afa58b53700df4e75ce4594aa3b1e4d58500525667d1a79,424
PAIR:8a94802ab0bf23afc67e4833c90efa2932b77db700e668e73b7aaded9e2f6bb5,NPInter binding-site,794de99cd59d3acc0aeffb7a5e800955cb2c767678b233257a76153b18c84fd6,32
PAIR:be36f8c6557aaefd818a1fd23ba3d6f2dc773d3036b90fe9d67fad07ac1863d6,NPInter 主表,a0a79915c54dc9bcc44bac1e4b8a7d4b69fce0c2b9a04aa13025e7185166c669,334
PAIR:78e947726cf2fc178e80f8247c821c574fa7d8c766df3ecefa426c62fdf14de3,NPInter 主表,d5398d4d51f7c4a3f81f0b2b36a4c4ad57df8a53dac61dc329b89e43645238cb,437
PAIR:ef01957697a5846c01607f8e44d3108ae8560c1dfa45a53ee4151faa8b6ff313,NPInter 主表,736719154711a942e014088b16c8ff78ccc0f3e91371baa47d88654d86c7177d,420
PAIR:5ce1d0cef6ed8d7f705547cd2c7d1b8fce2fbb05d777dc2bc477e9a05553f07f,NPInter 主表,cac25bc75dfcb2653d8169dabaa5546abc43c972f2d76de8a822a854b338e598,389
PAIR:24e0953d6240894632e5a34d6668b0be0bcc72f024933464f33255d3c961a06f,NPInter binding-site,c0922c835defeb5603af6dce544c1638941a3f200ff1fe1fc093a0d8e0615293,22
PAIR:29204a2570c64d4eaf9fe041f4c5328bc4ad63aeca7ac118b1ef9d3ddf906b36,NPInter 主表,7781ab72eb7f5e5a9de20588e4b38ebc4c2c6bd3ea3a1dffa644155a53219c4e,407
PAIR:9a3cfbde1c4ca917fc2351df9027fa436f55fbf09b1651f92e006e399757e640,NPInter 主表,33642691eb008fb317633fbf7adae26f3d5899261903118c170b6eb80b9a77e8,457
PAIR:cd993442c828d18a1e8edd01e336067f815cfa44c04f9931296a4ae73e34c012,NPInter binding-site,005198cd91c97dff18a836bfcd6be142a57386679a5c007cc39751d855dbe489,21
PAIR:a6dd4474ff4722e2a1db16fcb043e0f19931dad1402ef5f62a1d19d76fdd4315,NPInter binding-site,463b866a137badd2b1accea223d860c0e75b22b0e2b7f3ff830b5d5805cebaf9,21
PAIR:5cd156977cd1d964e985d09b0736f717159f37aa350d03f6f679f8a00954947f,NPInter binding-site,dcc569de44ca2e7f783da62f742eccb32d9e1652d94a856ec1126b2d98e6482b,31
PAIR:51b08a01527cfe807cae1032eebddf13f1c407808317efed29f871ab40cfcf66,NPInter binding-site,54320a4e45e79126e33dadac1507a367f9e1814a0fd96d29179df0428d6a4956,36
PAIR:76d09258e83cfa1228eef04859e4b351a7deedcb7e878a2c9bdec6d9daea1b6a,NPInter binding-site,f4f71d074fefe5626847bab8c34e271070604bf265f9d3ea4e8f3f16c0b5236e,21
PAIR:35d4df0346612f494d22cabdc641edf5faa3074adb366c5f84fce845ed0cb70c,NPInter binding-site,83d04f3a2c5b44198d7088f92ac2af7ade51ff79da2b55905bf07b7e71b10c33,17
PAIR:2a76e9d43a0ea12831bc55f2eceb3eb72d350856ebd73b00f613400c7cc07cdc,NPInter binding-site,6a6cf207f1fe921c576c8625dead604b33d1f8f460fdc6f52839a9741ef3beab,62
PAIR:7203ebfb5ec06bd65f2859552d82908dc634e79c2816d146bd324aaf7b8f1a54,NPInter binding-site,2e3bcb727d963a106b9322bf99fbe0692e4b02761c484d9bd25e3d96ee0573a5,26
PAIR:7e0b870219caea3635b125eda52dcb21bc9f537124165b79e08486cec5ff6548,NPInter binding-site,76225aaa46a9afbb3b09233833bcb3e543f6e337b51400458a133fcc534bbac1,31
PAIR:12d5d118bbe67f3d3028961c9283a939c19762386050c906a03b4cff10d376bd,NPInter binding-site,fe9977649f6adeb55695c43420b38e1a239b7dec27c478a47104d3fe85a03019,17
PAIR:c41567433ec1737c2271ac53f6859e9b5864ed31b92f80300ccc6d045ffa1706,NPInter 主表,8de069be48eca4e7bfae263cc10f8cbf76e58b737761ff4b1f14e3c23341918a,268
PAIR:37539a8b0a2f88d70e5d194a76e7bb727d0601d4c4c54710cd1bfd84c05f05a4,NPInter binding-site,4794dac011bf57adbd950299b1d1219eec266b6c643e0edaad08fd1b82b838ea,58
PAIR:b80aa25ee00cdf18ad5d721d071b7208445962591a225b1bdf483cc2565543c5,NPInter binding-site,5234ced0bcc7dfb92b4ccc315e61201c309efce26c5ba7d588af76ba425748fd,35
PAIR:ba753e4b00ba7d45c0a1d360360bac8ff7862e2de2e92b85d6c2327cb8e4f4e4,NPInter binding-site,17f5d5b698c40c7b7d4ff6986b7d4aa7364fdae93d58e2599fed5bb4e59b1ae1,27
